No.,Time,Source,Destination,Protocol,Length,Rank,Info,Interval,RDAO,RDIO,SDIO,SDAO,label
1,0,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
2,0.001,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
3,0.001,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
4,0.001,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
5,0.002,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
6,0.005,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
7,0.005,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
8,0.005,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
9,0.083,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
10,0.083,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
11,0.084,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
12,0.085,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
13,0.085,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
14,0.086,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
15,0.087,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
16,0.088,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
17,0.089,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
18,0.09,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
19,0.09,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
20,0.09,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
21,0.091,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
22,0.093,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
23,0.093,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
24,0.093,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
25,0.094,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
26,0.094,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
27,0.098,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
28,0.099,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
29,0.099,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
30,0.099,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
31,0.099,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
32,0.1,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
33,0.1,fe80::212:7405:5:505,ff02::1a,ICMPv6,64,,RPL Control (DODAG Information Solicitation),0,0,0,0,0,normal
